file_name,WAMPI,PCI,LPI,API,BPI,catalog_number,sampled,museum,UCIAMS_number,taxon,genus,species,locality,ucmp_locality,side,element,collagen_present,batch,publication
UCMP_235123,0.22000861453383377,3.153535185640794,0.7076986768732778,0.337350019296303,1.0269224125407888,235123,TRUE,UCMP,NA,Hemiauchenia,Hemiauchenia,NA,McKittrick,7139,right,metatarsal,NA,1,NA
UCMP_235222,0.8194219154586304,2.8784922610671044,1.828470109581757,0.6806609287244272,0.8757979722223025,235222,TRUE,UCMP,NA,Paramylodon,Paramylodon,NA,McKittrick,NA,NA,NA,NA,3,NA
UCMP_235258,0.2838560761431104,3.4055465497555564,0.5427177116015135,0.31156665229511554,0.9983703127222533,235258,TRUE,UCMP,NA,NA,Bison,NA,McKittrick,NA,NA,NA,NA,4,NA
UCMP_236337,0.2751330143662044,3.219207859879819,1.9210063973873999,0.4853995875646689,1.3539455677799404,236337,TRUE,UCMP,NA,Camelidae,NA,NA,McKittrick,NA,NA,NA,NA,4,NA
UCMP_236338,0.31012212925962035,3.1363130511429245,1.8317219532598126,0.4953512653610457,1.2461633062325908,236338,TRUE,UCMP,NA,Camelidae,NA,NA,McKittrick,NA,NA,NA,NA,4,NA
UCMP_236343,0.31858546963217,3.122876506929187,2.3492544101183053,0.49560173982260536,1.446608897450426,236343,TRUE,UCMP,NA,check if mammoth or sloth,NA,NA,McKittrick,7139,NA,femoral head,NA,1,NA
UCMP_236348,0.32556158533152996,3.105649951962089,2.26997734131088,0.5574444690985707,1.5039348449228818,236348,TRUE,UCMP,NA,NA,Paramylodon,NA,McKittrick,NA,NA,NA,NA,4,NA
UCMP_236389,0.31962238868522425,3.139576111882377,2.228208464683541,0.5409971488048552,1.4585620845844647,236389,TRUE,UCMP,NA,Paramylodon,Paramylodon,NA,McKittrick,7139,NA,proximal metapodial,NA,1,NA
UCMP_236390,0.34637881071386606,3.0691375137908654,2.4069127952212273,0.5641016232321092,1.4422285371377086,236390,TRUE,UCMP,NA,Paramylodon,Paramylodon,NA,McKittrick,7139,NA,distal frag of distal phalanx,NA,1,NA
UCMP_236395,0.25946087356768543,3.1464334033027144,1.4870738971307766,0.41380806549764215,1.1756501349345063,236395,TRUE,UCMP,NA,NA,Paramylodon,NA,McKittrick,NA,NA,NA,NA,4,NA
UCMP_236398,0.2753713183994453,3.137011598790218,2.0206501416729745,0.4699711619177247,1.3674175460859714,236398,TRUE,UCMP,NA,Paramylodon,Paramylodon,NA,McKittrick,7139,NA,tibia,NA,1,NA
UCMP_236400,0.3580745531032752,3.1034906871259853,2.6660880331793604,0.5635493390925499,1.542895302044585,236400,TRUE,UCMP,NA,Paramylodon,Paramylodon,NA,McKittrick,7139,NA,"distal claw, broken",NA,1,NA
UCMP_236964,0.31962952375958814,3.2466699441670435,0.8394503552324363,0.4344511517090952,1.2338203579078595,236964,TRUE,UCMP,NA,NA,NA,NA,McKittrick,NA,NA,NA,NA,2,NA
UCMP_236969,0.29860579134344245,3.0473911904770077,0.9913334072426249,0.43892453842402507,1.4698197722659292,236969,TRUE,UCMP,NA,Equus,Equus,NA,McKittrick,7139,right,radius,NA,1,NA
UCMP_237005,0.6024868215503634,2.6448305951951507,1.6654086051400063,0.5146846201068376,1.150994498738712,237005,TRUE,UCMP,280016,Equus,Equus,NA,McKittrick,7139,right,radius,NA,1,NA
UCMP_237006,0.34028167957970684,3.3591357021633117,0.6187483089596454,0.443738290433536,1.3213501085272759,237006,TRUE,UCMP,NA,Equus,Equus,NA,McKittrick,7139,left,radius,NA,1,NA
UCMP_237007,0.43943205819293724,2.9462147082007193,0.9114818840836907,0.5533616366475194,1.4990440938727203,237007,TRUE,UCMP,NA,Equus,Equus,NA,McKittrick,7139,left,radius,NA,1,NA
UCMP_237008,0.4352488495308321,3.2178585446636268,0.8405538999556895,0.46890651669488653,1.4498349869681268,237008,TRUE,UCMP,NA,Equus,Equus,NA,McKittrick,7139,right,radius,NA,1,NA
UCMP_237009,0.5853721746875445,2.9531438246100716,1.0095601184919376,0.6064042679258328,1.5441376027186182,237009,TRUE,UCMP,280011,Equus,Equus,NA,McKittrick,7139,left,radius,NA,1,NA
UCMP_237010,0.6240361234513235,2.8751325317769014,0.5134868268580766,0.6073075167460569,1.2010631270377505,237010,TRUE,UCMP,280010,Equus,Equus,NA,McKittrick,7139,left,radius,NA,1,NA
UCMP_237011,0.2879056708151521,3.2115306733438262,0.8572818900675623,0.41427366794333886,1.164895935085264,237011,TRUE,UCMP,NA,Equus,Equus,NA,McKittrick,7139,right,radius,NA,1,NA
UCMP_237012,0.22551382234294268,3.2879159214180027,0.8714406276081048,0.40557750501303813,1.4337094114796516,237012,TRUE,UCMP,NA,Equus,Equus,NA,McKittrick,7139,left,radius,NA,1,NA
UCMP_237013,0.5200559909755952,3.081692963710558,1.0808741397792925,0.49719403337102497,1.0688770643647234,237013,TRUE,UCMP,280013,Equus,Equus,NA,McKittrick,7139,right,radius,NA,1,NA
UCMP_237014,0.5949702212370711,3.06368743144042,1.0322912468281455,0.5622305118305314,1.492798453551985,237014,TRUE,UCMP,280015,Equus,Equus,NA,McKittrick,7139,right,radius,NA,1,NA
UCMP_237051,0.26840819867436083,3.4903088343983897,0.932628989224772,0.35797169911303117,1.1901777929355852,237051,TRUE,UCMP,NA,NA,Bison,NA,McKittrick,NA,NA,NA,NA,4,NA
